Codigo.municipio,Municipio, Total, 1-2 499 habitantes, 2 500 y más habitantes,Fecha
21170, Tepeyahualco,19200,13639,5561,2020
21171, Tepeyahualco de Cuauhtémoc,3851,885,2966,2020
21172, Tetela de Ocampo,27216,21604,5612,2020
21173, Teteles de Ávila Castillo,6653,1497,5156,2020
21174, Teziutlán,103583,19363,84220,2020
21175, Tianguismanalco,14432,8650,5782,2020
21176, Tilapa,9664,6616,3048,2020
21179, Tlachichuca,31639,20084,11555,2020
21177, Tlacotepec de Benito Juárez,54757,20304,34453,2020
21178, Tlacuilotepec,15977,15977, ,2020
21180, Tlahuapan,41547,11971,29576,2020
21181, Tlaltenango,7425,341,7084,2020
21182, Tlanepantla,5390,226,5164,2020
21183, Tlaola,20433,14224,6209,2020
21184, Tlapacoya,6422,6422, ,2020
21185, Tlapanalá,10344,7181,3163,2020
21186, Tlatlauquitepec,55576,34230,21346,2020
21187, Tlaxco,4934,4934, ,2020
21188, Tochimilco,19315,12372,6943,2020
21189, Tochtepec,22454,5110,17344,2020
21190, Totoltepec de Guerrero,1187,1187, ,2020
21191, Tulcingo,9871,3823,6048,2020
21192, Tuzamapan de Galeana,5924,5924, ,2020
21193, Tzicatlacoyan,6476,6476, ,2020
21194, Venustiano Carranza,28395,8979,19416,2020
21195, Vicente Guerrero,26559,20691,5868,2020
21196, Xayacatlán de Bravo,1570,1570, ,2020
21197, Xicotepec,80591,29448,51143,2020
21198, Xicotlán,1312,1312, ,2020
21199, Xiutetelco,42943,18973,23970,2020
21200, Xochiapulco,3443,3443, ,2020
21201, Xochiltepec,3375,3375, ,2020
21202, Xochitlán de Vicente Suárez,13025,7304,5721,2020
21203, Xochitlán Todos Santos,7178,1203,5975,2020
21204, Yaonáhuac,7926,3958,3968,2020
21205, Yehualtepec,26392,6687,19705,2020
21206, Zacapala,4647,4647, ,2020
21207, Zacapoaxtla,57887,25058,32829,2020
21208, Zacatlán,87361,36717,50644,2020
21209, Zapotitlán,8595,5380,3215,2020
21210, Zapotitlán de Méndez,5675,5675, ,2020
21211, Zaragoza,16752,5265,11487,2020
21212, Zautla,20717,16120,4597,2020
21213, Zihuateutla,11967,11967, ,2020
21214, Zinacatepec,18359,441,17918,2020
21215, Zongozotla,4539,310,4229,2020
21216, Zoquiapan,2452,2452, ,2020
21217, Zoquitlán,20335,11589,8746,2020
22001, Amealco de Bonfil,66841,55256,11585,2020
22003, Arroyo Seco,13142,10471,2671,2020
22004, Cadereyta de Montes,69075,48102,20973,2020
22005, Colón,67121,36994,30127,2020
22006, Corregidora,212567,20375,192192,2020
22011, El Marqués,231668,54595,177073,2020
22007, Ezequiel Montes,45141,17534,27607,2020
22008, Huimilpan,36808,28713,8095,2020
22009, Jalpan de Serra,27343,13393,13950,2020
22010, Landa de Matamoros,18794,18794, ,2020
22012, Pedro Escobedo,77404,14959,62445,2020
22013, Peñamiller,19141,19141, ,2020
22002, Pinal de Amoles,27365,27365, ,2020
22014, Querétaro,1049777,47141,1002636,2020
22015, San Joaquín,8359,8359, ,2020
22016, San Juan del Río,297804,50646,247158,2020
22017, Tequisquiapan,72201,12148,60053,2020
22018, Tolimán,27916,14621,13295,2020
23010, Bacalar,41754,23831,17923,2020
23005, Benito Juárez,911503,2917,908586,2020
23001, Cozumel,88626,4107,84519,2020
23002, Felipe Carrillo Puerto,83990,36263,47727,2020
23003, Isla Mujeres,22686,2844,19842,2020
23006, José María Morelos,39165,22924,16241,2020
23007, Lázaro Cárdenas,29171,21036,8135,2020
23004, Othón P. Blanco,233648,46790,186858,2020
23011, Puerto Morelos,26921,688,26233,2020
23008, Solidaridad,333800,5980,327820,2020
23009, Tulum,46721,13347,33374,2020
24001, Ahualulco,18974,13725,5249,2020
24002, Alaquines,7785,7785, ,2020
24003, Aquismón,48359,44993,3366,2020
24004, Armadillo de los Infante,4013,4013, ,2020
24053, Axtla de Terrazas,32544,24499,8045,2020
24005, Cárdenas,18317,2976,15341,2020
24006, Catorce,9579,9579, ,2020
24007, Cedral,19840,7033,12807,2020
24008, Cerritos,22075,6383,15692,2020
24009, Cerro de San Pedro,5050,5050, ,2020
24015, Charcas,21814,7697,14117,2020
24010, Ciudad del Maíz,30320,16768,13552,2020
24011, Ciudad Fernández,48106,11831,36275,2020
24013, Ciudad Valles,179371,43020,136351,2020
24014, Coxcatlán,15660,15660, ,2020
24016, Ebano,40899,6826,34073,2020
24058, El Naranjo,20959,9898,11061,2020
24017, Guadalcázar,25119,25119, ,2020
24018, Huehuetlán,15334,15334, ,2020
24019, Lagunillas,5453,5453, ,2020
24020, Matehuala,102199,15513,86686,2020
24057, Matlapa,28996,22261,6735,2020
24021, Mexquitic de Carmona,58469,54841,3628,2020
24022, Moctezuma,19036,13796,5240,2020
24023, Rayón,15301,9061,6240,2020
24024, Rioverde,97943,39785,58158,2020
24025, Salinas,31107,12521,18586,2020
24026, San Antonio,9382,9382, ,2020
24027, San Ciro de Acosta,10215,2854,7361,2020
24028, San Luis Potosí,911908,36997,874911,2020
24029, San Martín Chalchicuautla,18468,15796,2672,2020
24030, San Nicolás Tolentino,4779,4779, ,2020
24034, San Vicente Tancuayalab,14945,8214,6731,2020
24031, Santa Catarina,12163,12163, ,2020
24032, Santa María del Río,39880,25540,14340,2020
24033, Santo Domingo,10785,10785, ,2020
24035, Soledad de Graciano Sánchez,332072,12239,319833,2020
24036, Tamasopo,29184,16947,12237,2020
24037, Tamazunchale,95037,65036,30001,2020
24038, Tampacán,14348,14348, ,2020
24039, Tampamolón Corona,13603,10527,3076,2020
24040, Tamuín,36968,16949,20019,2020
24012, Tancanhuitz,20300,17602,2698,2020
24041, Tanlajás,18208,18208, ,2020
24042, Tanquián de Escobedo,13448,3990,9458,2020
24043, Tierra Nueva,7966,3006,4960,2020
24044, Vanegas,7557,7557, ,2020
24045, Venado,14188,7803,6385,2020
24056, Villa de Arista,17258,8794,8464,2020
24046, Villa de Arriaga,18206,12080,6126,2020
24047, Villa de Guadalupe,9277,9277, ,2020
24048, Villa de la Paz,5298,1597,3701,2020
24049, Villa de Ramos,38389,12109,26280,2020
24050, Villa de Reyes,52912,31205,21707,2020
24051, Villa Hidalgo,15458,12371,3087,2020
24052, Villa Juárez,10304,6816,3488,2020
24054, Xilitla,49741,43097,6644,2020
24055, Zaragoza,27386,15961,11425,2020
25001, Ahome,459310,84422,374888,2020
25002, Angostura,44093,26301,17792,2020
25003, Badiraguato,26542,22348,4194,2020
25007, Choix,29334,19006,10328,2020
25004, Concordia,24899,15035,9864,2020
25005, Cosalá,17012,9124,7888,2020
25006, Culiacán,1003530,121273,882257,2020
25010, El Fuerte,96593,57603,38990,2020
25008, Elota,55339,32564,22775,2020
25009, Escuinapa,59988,13321,46667,2020
25011, Guasave,289370,101724,187646,2020
25012, Mazatlán,501441,27229,474212,2020
25013, Mocorito,40358,28188,12170,2020
25018, Navolato,149122,61492,87630,2020
25014, Rosario,52345,30907,21438,2020
25015, Salvador Alvarado,79492,9061,70431,2020
25016, San Ignacio,19505,11045,8460,2020
25017, Sinaloa,78670,64068,14602,2020
26001, Aconchi,2563,2563, ,2020
26002, Agua Prieta,91929,900,91029,2020
26003, Alamos,24976,14015,10961,2020
26004, Altar,9492,1053,8439,2020
26005, Arivechi,1177,1177, ,2020
26006, Arizpe,2788,2788, ,2020
26007, Atil,626,626, ,2020
26008, Bacadéhuachi,979,979, ,2020
26009, Bacanora,759,759, ,2020
26010, Bacerac,1221,1221, ,2020
26011, Bacoachi,1475,1475, ,2020
26012, Bácum,23151,8175,14976,2020
26013, Banámichi,1825,1825, ,2020
26014, Baviácora,3191,3191, ,2020
26015, Bavispe,1169,1169, ,2020
26071, Benito Juárez,21692,5594,16098,2020
26016, Benjamín Hill,4988,151,4837,2020
26017, Caborca,89122,16359,72763,2020
26018, Cajeme,436484,30698,405786,2020
26019, Cananea,39451,1338,38113,2020
26020, Carbó,4946,463,4483,2020
26022, Cucurpe,863,863, ,2020
26023, Cumpas,5829,2895,2934,2020
26024, Divisaderos,753,753, ,2020
26025, Empalme,51431,12545,38886,2020
26026, Etchojoa,61309,29534,31775,2020
26027, Fronteras,9041,1801,7240,2020
26070, General Plutarco Elías Calles,13627,2187,11440,2020
26028, Granados,1009,1009, ,2020
26029, Guaymas,156863,20666,136197,2020
26030, Hermosillo,936263,31406,904857,2020
26031, Huachinera,1186,1186, ,2020
26032, Huásabas,888,888, ,2020
26033, Huatabampo,77682,38719,38963,2020
26034, Huépac,943,943, ,2020
26035, Imuris,12536,5612,6924,2020
26021, La Colorada,1848,1848, ,2020
26036, Magdalena,33049,2620,30429,2020
26037, Mazatán,1101,1101, ,2020
26038, Moctezuma,5173,386,4787,2020
26039, Naco,5774,289,5485,2020
26040, Nácori Chico,1531,1531, ,2020
26041, Nacozari de García,14369,1382,12987,2020
26042, Navojoa,164387,40793,123594,2020
26043, Nogales,264782,3645,261137,2020
26044, Ónavas,365,365, ,2020
26045, Opodepe,2438,2438, ,2020
26046, Oquitoa,496,496, ,2020
26047, Pitiquito,9122,1233,7889,2020
26048, Puerto Peñasco,62689,388,62301,2020
26049, Quiriego,3090,3090, ,2020
26050, Rayón,1496,1496, ,2020
26051, Rosario,4830,1903,2927,2020
26052, Sahuaripa,5257,1657,3600,2020
26053, San Felipe de Jesús,369,369, ,2020
26072, San Ignacio Río Muerto,14279,3153,11126,2020
26054, San Javier,537,537, ,2020
26055, San Luis Río Colorado,199021,11748,187273,2020
26056, San Miguel de Horcasitas,10729,1287,9442,2020
26057, San Pedro de la Cueva,1458,1458, ,2020
26058, Santa Ana,16203,3831,12372,2020
26059, Santa Cruz,1835,1835, ,2020
26060, Sáric,2058,2058, ,2020
26061, Soyopa,1368,1368, ,2020
26062, Suaqui Grande,1114,1114, ,2020
26063, Tepache,1178,1178, ,2020
26064, Trincheras,1381,1381, ,2020
26065, Tubutama,1473,1473, ,2020
26066, Ures,8548,4929,3619,2020
26067, Villa Hidalgo,1429,1429, ,2020
26068, Villa Pesqueira,1043,1043, ,2020
26069, Yécora,4793,4793, ,2020
27001, Balancán,58524,38910,19614,2020
27002, Cárdenas,243229,92253,150976,2020
27003, Centla,107731,62380,45351,2020
27004, Centro,683607,118085,565522,2020
27005, Comalcalco,214877,113784,101093,2020
27006, Cunduacán,137257,86144,51113,2020
27007, Emiliano Zapata,32181,6067,26114,2020
27008, Huimanguillo,190885,106149,84736,2020
27009, Jalapa,37749,32748,5001,2020
27010, Jalpa de Méndez,91185,43590,47595,2020
27011, Jonuta,30798,23411,7387,2020
27012, Macuspana,158601,91019,67582,2020
27013, Nacajuca,150300,48235,102065,2020
27014, Paraíso,96741,43350,53391,2020
27015, Tacotalpa,47905,37100,10805,2020
27016, Teapa,58718,25498,33220,2020
27017, Tenosique,62310,27364,34946,2020
28001, Abasolo,9822,4567,5255,2020
28002, Aldama,28725,14391,14334,2020
28003, Altamira,269790,22390,247400,2020
28004, Antiguo Morelos,8850,5362,3488,2020
28005, Burgos,4256,4256, ,2020
28006, Bustamante,7542,7542, ,2020
28007, Camargo,16546,7173,9373,2020
28008, Casas,4143,4143, ,2020
28009, Ciudad Madero,205933, ,205933,2020
28010, Cruillas,1671,1671, ,2020
28021, El Mante,106144,24112,82032,2020
28011, Gómez Farías,8288,8288, ,2020
28012, González,41470,14145,27325,2020
28013, Güémez,15032,15032, ,2020
28014, Guerrero,3803,352,3451,2020
28015, Gustavo Díaz Ordaz,15677,3610,12067,2020
28016, Hidalgo,17012,7597,9415,2020
28017, Jaumave,15994,9708,6286,2020
28018, Jiménez,6375,2007,4368,2020
28019, Llera,14645,10966,3679,2020
28020, Mainero,2048,2048, ,2020
28022, Matamoros,541979,25904,516075,2020
28023, Méndez,4280,4280, ,2020
28024, Mier,6385,324,6061,2020
28025, Miguel Alemán,26237,3231,23006,2020
28026, Miquihuana,3704,3704, ,2020
28027, Nuevo Laredo,425058,1228,423830,2020
28028, Nuevo Morelos,3810,1052,2758,2020
28029, Ocampo,13190,7734,5456,2020
28030, Padilla,13618,5005,8613,2020
28031, Palmillas,1917,1917, ,2020
28032, Reynosa,704767,13210,691557,2020
28033, Río Bravo,132484,10898,121586,2020
28034, San Carlos,7411,7411, ,2020
28035, San Fernando,51405,17438,33967,2020
28036, San Nicolás,926,926, ,2020
28037, Soto la Marina,23673,12362,11311,2020
28038, Tampico,297562,189,297373,2020
28039, Tula,28230,17253,10977,2020
28040, Valle Hermoso,60055,5622,54433,2020
28041, Victoria,349688,17588,332100,2020
28042, Villagrán,5361,5361, ,2020
28043, Xicoténcatl,22229,11902,10327,2020
29022, Acuamanala de Miguel Hidalgo,6432,6432, ,2020
29001, Amaxac de Guerrero,11403,986,10417,2020
29002, Apetatitlán de Antonio Carvajal,16003,1244,14759,2020
29005, Apizaco,80725,2972,77753,2020
29003, Atlangatepec,7087,7087, ,2020
29004, Atltzayanca,18111,10879,7232,2020
29045, Benito Juárez,6211,26,6185,2020
29006, Calpulalpan,51172,10348,40824,2020
29010, Chiautempan,73215,4349,68866,2020
29018, Contla de Juan Cuamatzi,38579,5255,33324,2020
29008, Cuapiaxtla,16222,6152,10070,2020
29009, Cuaxomulco,5928,2715,3213,2020
29007, El Carmen Tequexquitla,17332,3328,14004,2020
29046, Emiliano Zapata,4951,1587,3364,2020
29012, Españita,9416,6297,3119,2020
29013, Huamantla,98764,18179,80585,2020
29014, Hueyotlipan,15190,6464,8726,2020
29015, Ixtacuixtla de Mariano Matamoros,38970,11681,27289,2020
29016, Ixtenco,7504,68,7436,2020
29048, La Magdalena Tlaltelulco,19036, ,19036,2020
29047, Lázaro Cárdenas,3534,417,3117,2020
29017, Mazatecochco de José María Morelos,11592,12,11580,2020
29011, Muñoz de Domingo Arenas,4755,4755, ,2020
29021, Nanacamilpa de Mariano Arista,18686,5285,13401,2020
29023, Natívitas,26309,13419,12890,2020
29024, Panotla,28357,11133,17224,2020
29041, Papalotla de Xicohténcatl,33499,220,33279,2020
29049, San Damián Texóloc,5884,52,5832,2020
29050, San Francisco Tetlanohcan,11761,15,11746,2020
29051, San Jerónimo Zacualpan,4092,31,4061,2020
29052, San José Teacalco,6436,258,6178,2020
29053, San Juan Huactzinco,7688,9,7679,2020
29054, San Lorenzo Axocomanitla,5689,5,5684,2020
29055, San Lucas Tecopilco,3077,185,2892,2020
29025, San Pablo del Monte,82688,988,81700,2020
29020, Sanctórum de Lázaro Cárdenas,9432,1025,8407,2020
29056, Santa Ana Nopalucan,7952,1,7951,2020
29057, Santa Apolonia Teacalco,4636,12,4624,2020
29058, Santa Catarina Ayometla,9463,5,9458,2020
29059, Santa Cruz Quilehtla,7750,2193,5557,2020
29026, Santa Cruz Tlaxcala,24116,1588,22528,2020
29060, Santa Isabel Xiloxoxtla,5443, ,5443,2020
29027, Tenancingo,12974,82,12892,2020
29028, Teolocholco,25257,911,24346,2020
29019, Tepetitla de Lardizábal,22274,511,21763,2020
29029, Tepeyanco,13328,6696,6632,2020
29030, Terrenate,15475,6173,9302,2020
29031, Tetla de la Solidaridad,35284,4165,31119,2020
29032, Tetlatlahuca,13561,4876,8685,2020
29033, Tlaxcala,99896,2188,97708,2020
29034, Tlaxco,45438,15974,29464,2020
29035, Tocatlán,6294,64,6230,2020
29036, Totolac,22529,9592,12937,2020
29038, Tzompantepec,18006,5378,12628,2020
29039, Xaloztoc,25607,2982,22625,2020
29040, Xaltocan,10601,7384,3217,2020
29042, Xicohtzinco,14197, ,14197,2020
29043, Yauhquemehcan,42242,6056,36186,2020
29044, Zacatelco,45717,130,45587,2020
29037, Ziltlaltépec de Trinidad Sánchez Santos,9207,2281,6926,2020
30001, Acajete,9701,9701, ,2020
30002, Acatlán,3441,188,3253,2020
30003, Acayucan,80815,25458,55357,2020
30004, Actopan,41742,33806,7936,2020
30005, Acula,5253,2492,2761,2020
30006, Acultzingo,23100,15327,7773,2020
30204, Agua Dulce,44104,6640,37464,2020
30160, Álamo Temapache,107270,74298,32972,2020
30008, Alpatláhuac,10338,10338, ,2020
30009, Alto Lucero de Gutiérrez Barrios,28184,16280,11904,2020
30010, Altotonga,64234,36611,27623,2020
30011, Alvarado,57035,29954,27081,2020
30012, Amatitlán,7866,7866, ,2020
30014, Amatlán de los Reyes,46955,22798,24157,2020
30015, Angel R. Cabada,33839,20614,13225,2020
30017, Apazapan,4709,4709, ,2020
30018, Aquila,1978,1978, ,2020
30019, Astacinga,6909,6909, ,2020
30020, Atlahuilco,11577,11577, ,2020
30021, Atoyac,23461,6353,17108,2020
30022, Atzacan,22651,7281,15370,2020
30023, Atzalan,49180,42481,6699,2020
30025, Ayahualulco,27217,19838,7379,2020
30026, Banderilla,25993,3233,22760,2020
30027, Benito Juárez,16120,16120, ,2020
30028, Boca del Río,144550,2551,141999,2020
30029, Calcahualco,13701,13701, ,2020
30007, Camarón de Tejeda,6538,6538, ,2020
30030, Camerino Z. Mendoza,41835,3572,38263,2020
30208, Carlos A. Carrillo,23376,5457,17919,2020
30031, Carrillo Puerto,18888,18888, ,2020
30157, Castillo de Teayo,20145,15429,4716,2020
30032, Catemaco,49451,20796,28655,2020
30033, Cazones de Herrera,24421,19648,4773,2020
30034, Cerro Azul,25011,3693,21318,2020
30054, Chacaltianguis,11461,7606,3855,2020
30055, Chalma,13527,10728,2799,2020
30056, Chiconamel,6610,6610, ,2020
30057, Chiconquiaco,13881,10381,3500,2020
30058, Chicontepec,53858,49035,4823,2020
30059, Chinameca,22638,8664,13974,2020
30060, Chinampa de Gorostiza,16283,7113,9170,2020
30062, Chocamán,20839,5734,15105,2020
30063, Chontla,13359,13359, ,2020
30064, Chumatlán,4008,4008, ,2020
30035, Citlaltépetl,11165,6095,5070,2020
30036, Coacoatzintla,11018,3041,7977,2020
30037, Coahuitlán,8176,2276,5900,2020
30038, Coatepec,93911,21106,72805,2020
30039, Coatzacoalcos,310698,8846,301852,2020
30040, Coatzintla,55016,17823,37193,2020
30041, Coetzala,2355,2355, ,2020
30042, Colipa,5743,5743, ,2020
30043, Comapa,19876,14698,5178,2020
30044, Córdoba,204721,37262,167459,2020
30045, Cosamaloapan de Carpio,54737,17942,36795,2020
30046, Cosautlán de Carvajal,16167,11399,4768,2020
30047, Coscomatepec,59471,26234,33237,2020
30048, Cosoleacaque,130903,28523,102380,2020
30049, Cotaxtla,22050,22050, ,2020
30050, Coxquihui,16333,11772,4561,2020
30051, Coyutla,23096,13983,9113,2020
30052, Cuichapa,11869,5142,6727,2020
30053, Cuitláhuac,28075,13771,14304,2020
30205, El Higo,19402,10489,8913,2020
30065, Emiliano Zapata,85489,36133,49356,2020
30066, Espinal,26830,20252,6578,2020
30067, Filomeno Mata,19179,3762,15417,2020
30068, Fortín,66372,21708,44664,2020
30069, Gutiérrez Zamora,24085,10119,13966,2020
30070, Hidalgotitlán,18275,14169,4106,2020
30071, Huatusco,59920,26518,33402,2020
30072, Huayacocotla,21796,15683,6113,2020
30073, Hueyapan de Ocampo,41670,28941,12729,2020
30074, Huiloapan de Cuauhtémoc,7293,3023,4270,2020
30075, Ignacio de la Llave,16525,11871,4654,2020
30076, Ilamatlán,13377,13377, ,2020
30077, Isla,42807,17199,25608,2020
30078, Ixcatepec,12379,8210,4169,2020
30079, Ixhuacán de los Reyes,11387,8695,2692,2020
30083, Ixhuatlán de Madero,50836,45128,5708,2020
30080, Ixhuatlán del Café,23132,13115,10017,2020
30082, Ixhuatlán del Sureste,15831,5399,10432,2020
30081, Ixhuatlancillo,27295,3899,23396,2020
30084, Ixmatlahuacan,5574,5574, ,2020
30085, Ixtaczoquitlán,74004,18094,55910,2020
30086, Jalacingo,46794,22681,24113,2020
30088, Jalcomulco,5054,1904,3150,2020
30089, Jáltipan,38669,6813,31856,2020
30090, Jamapa,11132,6472,4660,2020
30091, Jesús Carranza,28524,18336,10188,2020
30093, Jilotepec,16585,8569,8016,2020
30169, José Azueta,22709,13847,8862,2020
30094, Juan Rodríguez Clara,38367,19014,19353,2020
30095, Juchique de Ferrer,15059,12440,2619,2020
30016, La Antigua,28682,8517,20165,2020
30127, La Perla,28258,23631,4627,2020
30096, Landero y Coss,1543,1543, ,2020
30061, Las Choapas,81080,34171,46909,2020
30107, Las Minas,2934,2934, ,2020
30132, Las Vigas de Ramírez,20300,10376,9924,2020
30097, Lerdo de Tejada,19123,1396,17727,2020
30137, Los Reyes,6308,6308, ,2020
30098, Magdalena,3299,3299, ,2020
30099, Maltrata,18327,5121,13206,2020
30100, Manlio Fabio Altamirano,23918,17842,6076,2020
30101, Mariano Escobedo,38670,16935,21735,2020
30102, Martínez de la Torre,108842,23726,85116,2020
30103, Mecatlán,12799,7150,5649,2020
30104, Mecayapan,17134,8162,8972,2020
30105, Medellín de Bravo,95202,24324,70878,2020
30106, Miahuatlán,4841,1174,3667,2020
30108, Minatitlán,144776,39559,105217,2020
30109, Misantla,65761,35529,30232,2020
30110, Mixtla de Altamirano,12125,12125, ,2020
30111, Moloacán,16493,8254,8239,2020
30206, Nanchital de Lázaro Cárdenas del Río,29209,1133,28076,2020
30112, Naolinco,22835,13281,9554,2020
30113, Naranjal,4614,4614, ,2020
30013, Naranjos Amatlán,26843,7571,19272,2020
30114, Nautla,10130,6819,3311,2020
30115, Nogales,37314,11925,25389,2020
30116, Oluta,17027,3032,13995,2020
30117, Omealca,23773,20058,3715,2020
30118, Orizaba,123182,85,123097,2020
30119, Otatitlán,5651,591,5060,2020
30120, Oteapan,10343, ,10343,2020
30121, Ozuluama de Mascareñas,22756,18439,4317,2020
30122, Pajapan,18051,7895,10156,2020
30123, Pánuco,96185,39376,56809,2020
30124, Papantla,159910,94655,65255,2020
30126, Paso de Ovejas,33442,21188,12254,2020
30125, Paso del Macho,31894,17312,14582,2020
30128, Perote,77432,15988,61444,2020
30129, Platón Sánchez,18053,6820,11233,2020
30130, Playa Vicente,39327,23285,16042,2020
30131, Poza Rica de Hidalgo,189457,4425,185032,2020
30133, Pueblo Viejo,57909,5745,52164,2020
30134, Puente Nacional,23544,16631,6913,2020
30135, Rafael Delgado,24127,3667,20460,2020
30136, Rafael Lucio,8343,3506,4837,2020
30138, Río Blanco,41795,10,41785,2020
30139, Saltabarranca,6126,2672,3454,2020
30140, San Andrés Tenejapan,3134,3134, ,2020
30141, San Andrés Tuxtla,162428,80680,81748,2020
30142, San Juan Evangelista,32631,25084,7547,2020
30211, San Rafael,30351,15801,14550,2020
30212, Santiago Sochiapan,13062,9709,3353,2020
30143, Santiago Tuxtla,57085,32327,24758,2020
30144, Sayula de Alemán,32400,14120,18280,2020
30146, Sochiapa,3925,3925, ,2020
30145, Soconusco,16574,3648,12926,2020
30147, Soledad Atzompa,24578,20145,4433,2020
30148, Soledad de Doblado,28130,14414,13716,2020
30149, Soteapan,34385,13964,20421,2020
30150, Tamalín,11631,6036,5595,2020
30151, Tamiahua,21902,16994,4908,2020
30152, Tampico Alto,11561,8855,2706,2020
30153, Tancoco,5795,5795, ,2020
30154, Tantima,11991,11991, ,2020
30155, Tantoyuca,99959,66733,33226,2020
30209, Tatahuicapan de Juárez,15044,6433,8611,2020
30156, Tatatila,6041,6041, ,2020
30158, Tecolutla,24551,19119,5432,2020
30159, Tehuipango,29686,26946,2740,2020
30161, Tempoal,34408,21914,12494,2020
30162, Tenampa,6448,6448, ,2020
30163, Tenochtitlán,5040,5040, ,2020
30164, Teocelo,16957,6376,10581,2020
30165, Tepatlaxco,8925,8925, ,2020
30166, Tepetlán,9405,9405, ,2020
30167, Tepetzintla,14619,9022,5597,2020
30168, Tequila,16343,11856,4487,2020
30170, Texcatepec,10824,10824, ,2020
30171, Texhuacán,5575,5575, ,2020
30172, Texistepec,19925,10956,8969,2020
30173, Tezonapa,54537,44847,9690,2020
30174, Tierra Blanca,95602,45944,49658,2020
30175, Tihuatlán,92726,47921,44805,2020
30180, Tlachichilco,10900,10900, ,2020
30176, Tlacojalpan,4489,524,3965,2020
30177, Tlacolulan,11685,11685, ,2020
30178, Tlacotalpan,12898,5611,7287,2020
30179, Tlacotepec de Mejía,4284,1781,2503,2020
30181, Tlalixcoyan,37795,25093,12702,2020
30182, Tlalnelhuayocan,19664,9939,9725,2020
30024, Tlaltetela,16485,10799,5686,2020
30183, Tlapacoyan,61377,20454,40923,2020
30184, Tlaquilpa,7933,7933, ,2020
30185, Tlilapan,5548,1571,3977,2020
30186, Tomatlán,7197,2782,4415,2020
30187, Tonayán,6105,6105, ,2020
30188, Totutla,17217,13166,4051,2020
30207, Tres Valles,44978,21744,23234,2020
30189, Tuxpan,154600,36485,118115,2020
30190, Tuxtilla,2258,2258, ,2020
30191, Ursulo Galván,30097,11438,18659,2020
30210, Uxpanapa,30891,26633,4258,2020
30192, Vega de Alatorre,20204,6700,13504,2020
30193, Veracruz,607209,30443,576766,2020
30194, Villa Aldama,12492,4953,7539,2020
30087, Xalapa,488531,11942,476589,2020
30092, Xico,39623,10300,29323,2020
30195, Xoxocotla,5900,3110,2790,2020
30196, Yanga,17902,12221,5681,2020
30197, Yecuatla,11205,8054,3151,2020
30198, Zacualpan,6788,6788, ,2020
30199, Zaragoza,11899,1440,10459,2020
30200, Zentla,12581,12581, ,2020
30201, Zongolica,45028,37573,7455,2020
30202, Zontecomatlán de López y Fuentes,14644,14644, ,2020
30203, Zozocolco de Hidalgo,14524,10730,3794,2020
31001, Abalá,6550,3942,2608,2020
31002, Acanceh,16772,4855,11917,2020
31003, Akil,12285,263,12022,2020
31004, Baca,6195,1198,4997,2020
31005, Bokobá,2167,2167, ,2020
31006, Buctzotz,9159,1186,7973,2020
31007, Cacalchén,7490,30,7460,2020
31008, Calotmul,3949,1365,2584,2020
31009, Cansahcab,4466,401,4065,2020
31010, Cantamayec,2755,2755, ,2020
31011, Celestún,8389,23,8366,2020
31012, Cenotillo,3736,408,3328,2020
31016, Chacsinkín,3104,244,2860,2020
31017, Chankom,4686,4686, ,2020
31018, Chapab,3385,3385, ,2020
31019, Chemax,38934,13271,25663,2020
31021, Chichimilá,9406,2866,6540,2020
31020, Chicxulub Pueblo,4497,34,4463,2020
31022, Chikindzonot,4363,1344,3019,2020
31023, Chocholá,4863,16,4847,2020
31024, Chumayel,3244,7,3237,2020
31013, Conkal,16671,2727,13944,2020
31014, Cuncunul,1714,1714, ,2020
31015, Cuzamá,5560,1352,4208,2020
31025, Dzán,6003,2,6001,2020
31026, Dzemul,3622,155,3467,2020
31027, Dzidzantún,8345,815,7530,2020
31028, Dzilam de Bravo,2936,2936, ,2020
31029, Dzilam González,6240,71,6169,2020
31030, Dzitás,4015,811,3204,2020
31031, Dzoncauich,2818,2818, ,2020
31032, Espita,16779,4459,12320,2020
31033, Halachó,21255,7387,13868,2020
31034, Hocabá,6514,2117,4397,2020
31035, Hoctún,6384,1233,5151,2020
31036, Homún,8090,1280,6810,2020
31037, Huhí,5250,56,5194,2020
31038, Hunucmá,35137,2913,32224,2020
31039, Ixil,4186,71,4115,2020
31040, Izamal,28555,6584,21971,2020
31041, Kanasín,141939,2186,139753,2020
31042, Kantunil,5553,1980,3573,2020
31043, Kaua,3405,526,2879,2020
31044, Kinchil,7530,340,7190,2020
31045, Kopomá,2677,2677, ,2020
31046, Mama,3296,107,3189,2020
31047, Maní,5968,1253,4715,2020
31048, Maxcanú,23991,10026,13965,2020
31049, Mayapán,3965,9,3956,2020
31050, Mérida,995129,37730,957399,2020
31051, Mocochá,3430,3430, ,2020
31052, Motul,37804,11723,26081,2020
31053, Muna,13494,941,12553,2020
31054, Muxupip,2990,400,2590,2020
31055, Opichén,7080,1668,5412,2020
31056, Oxkutzcab,33854,7679,26175,2020
31057, Panabá,7766,2448,5318,2020
31058, Peto,25954,4498,21456,2020
31059, Progreso,66008,1355,64653,2020
31060, Quintana Roo,976,976, ,2020
31061, Río Lagartos,3974,3974, ,2020
